price,name,region,condition,distance
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 4,305,000",Honda Accord 2009 Black,"Abuja (FCT), Karu",Local Used,165314 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,990,000",Dodge Journey SXT 2012 White,"Lagos State, Ojodu",Local Used,318689 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 47,250,000",Ford Mustang 2018 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,38619 km
"₦ 5,460,000",Toyota Corolla 2010 Black,"Lagos State, Ikorodu",Local Used,236448 km
"₦ 3,360,000",Lexus RX 300 2000 Gold,"Abia State, Aba North",Local Used,320781 km
"₦ 4,284,000",Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km
"₦ 6,132,000",Toyota Camry 2010 Black,"Lagos State, Lekki",Local Used,128933 km
"₦ 6,825,000",Mercedes-Benz C300 2009 Black,"Lagos State, Alimosho",Local Used,71351 km
"₦ 5,796,000",Honda Accord Crosstour 2010 Red,"Lagos State, Isolo",Local Used,103179 km
"₦ 5,250,000",Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 4,305,000",Honda Accord 2009 Black,"Abuja (FCT), Karu",Local Used,165314 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,990,000",Dodge Journey SXT 2012 White,"Lagos State, Ojodu",Local Used,318689 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 47,250,000",Ford Mustang 2018 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,38619 km
"₦ 5,460,000",Toyota Corolla 2010 Black,"Lagos State, Ikorodu",Local Used,236448 km
"₦ 3,360,000",Lexus RX 300 2000 Gold,"Abia State, Aba North",Local Used,320781 km
"₦ 4,284,000",Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km
"₦ 6,132,000",Toyota Camry 2010 Black,"Lagos State, Lekki",Local Used,128933 km
"₦ 6,825,000",Mercedes-Benz C300 2009 Black,"Lagos State, Alimosho",Local Used,71351 km
"₦ 5,796,000",Honda Accord Crosstour 2010 Red,"Lagos State, Isolo",Local Used,103179 km
"₦ 5,250,000",Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 4,305,000",Honda Accord 2009 Black,"Abuja (FCT), Karu",Local Used,165314 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,990,000",Dodge Journey SXT 2012 White,"Lagos State, Ojodu",Local Used,318689 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 47,250,000",Ford Mustang 2018 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,38619 km
"₦ 5,460,000",Toyota Corolla 2010 Black,"Lagos State, Ikorodu",Local Used,236448 km
"₦ 3,360,000",Lexus RX 300 2000 Gold,"Abia State, Aba North",Local Used,320781 km
"₦ 4,284,000",Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km
"₦ 6,132,000",Toyota Camry 2010 Black,"Lagos State, Lekki",Local Used,128933 km
"₦ 6,825,000",Mercedes-Benz C300 2009 Black,"Lagos State, Alimosho",Local Used,71351 km
"₦ 5,796,000",Honda Accord Crosstour 2010 Red,"Lagos State, Isolo",Local Used,103179 km
"₦ 5,250,000",Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 4,305,000",Honda Accord 2009 Black,"Abuja (FCT), Karu",Local Used,165314 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,990,000",Dodge Journey SXT 2012 White,"Lagos State, Ojodu",Local Used,318689 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 47,250,000",Ford Mustang 2018 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,38619 km
"₦ 5,460,000",Toyota Corolla 2010 Black,"Lagos State, Ikorodu",Local Used,236448 km
"₦ 3,360,000",Lexus RX 300 2000 Gold,"Abia State, Aba North",Local Used,320781 km
"₦ 4,284,000",Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km
"₦ 6,132,000",Toyota Camry 2010 Black,"Lagos State, Lekki",Local Used,128933 km
"₦ 6,825,000",Mercedes-Benz C300 2009 Black,"Lagos State, Alimosho",Local Used,71351 km
"₦ 5,796,000",Honda Accord Crosstour 2010 Red,"Lagos State, Isolo",Local Used,103179 km
"₦ 5,250,000",Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 4,305,000",Honda Accord 2009 Black,"Abuja (FCT), Karu",Local Used,165314 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,990,000",Dodge Journey SXT 2012 White,"Lagos State, Ojodu",Local Used,318689 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 47,250,000",Ford Mustang 2018 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,38619 km
"₦ 5,460,000",Toyota Corolla 2010 Black,"Lagos State, Ikorodu",Local Used,236448 km
"₦ 3,360,000",Lexus RX 300 2000 Gold,"Abia State, Aba North",Local Used,320781 km
"₦ 4,284,000",Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km
"₦ 6,132,000",Toyota Camry 2010 Black,"Lagos State, Lekki",Local Used,128933 km
"₦ 6,825,000",Mercedes-Benz C300 2009 Black,"Lagos State, Alimosho",Local Used,71351 km
"₦ 5,796,000",Honda Accord Crosstour 2010 Red,"Lagos State, Isolo",Local Used,103179 km
"₦ 5,250,000",Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 4,305,000",Honda Accord 2009 Black,"Abuja (FCT), Karu",Local Used,165314 km
"₦ 5,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gwagwalada",Local Used,473543 km
"₦ 3,990,000",Dodge Journey SXT 2012 White,"Lagos State, Ojodu",Local Used,318689 km
"₦ 5,000,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Gudu",Local Used,289015 km
"₦ 47,250,000",Ford Mustang 2018 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,38619 km
"₦ 5,460,000",Toyota Corolla 2010 Black,"Lagos State, Ikorodu",Local Used,236448 km
"₦ 3,360,000",Lexus RX 300 2000 Gold,"Abia State, Aba North",Local Used,320781 km
"₦ 4,284,000",Ford Edge 2008 Gray,"Lagos State, Yaba",Local Used,303848 km
"₦ 6,132,000",Toyota Camry 2010 Black,"Lagos State, Lekki",Local Used,128933 km
"₦ 6,825,000",Mercedes-Benz C300 2009 Black,"Lagos State, Alimosho",Local Used,71351 km
"₦ 5,796,000",Honda Accord Crosstour 2010 Red,"Lagos State, Isolo",Local Used,103179 km
"₦ 5,250,000",Toyota Sienna 2005 Gold,"Oyo State, Ibadan",Local Used,199207 km
"₦ 3,360,000",Lexus RX 300 2000 Black,"Lagos State, Ojodu",Local Used,340803 km
"₦ 6,760,000",Toyota Camry 2007 Gold,"Rivers State, Port-Harcourt",Local Used,242569 km
"₦ 7,350,000",Kia Sportage 2013 Black,"Lagos State, Ikoyi",Local Used,128296 km
"₦ 7,350,000",BMW 330i 2006 Black,"Abuja (FCT), Central Business District",Local Used,308465 km
"₦ 4,160,000",Toyota Camry 2003 Black,"Rivers State, Port-Harcourt",Local Used,232351 km
"₦ 5,250,000",Jeep Renegade 2015 Silver,"Lagos State, Yaba",Local Used,131108 km
"₦ 11,440,000",Toyota Camry 2010 Gray,"Lagos State, Isolo",Foreign Used,272660 km
"₦ 7,800,000",Toyota Corolla 2010 Black,"Rivers State, Port-Harcourt",Local Used,163838 km
"₦ 3,465,000",Honda CR-V 2009 Black,"Abuja (FCT), Karu",Local Used,213521 km
"₦ 4,576,000",Toyota Camry 2003 Gray,"Oyo State, Ibadan",Local Used,131608 km
"₦ 3,570,000",Honda Pilot 2004 Silver,"Abuja (FCT), Gudu",Local Used,324712 km
"₦ 4,160,000",Toyota Camry 2004 Silver,"Oyo State, Ibadan",Local Used,158244 km
"₦ 6,825,000",Acura TL 2008 Black,"Abuja (FCT), Gudu",Local Used,344870 km
"₦ 8,925,000",Ford Explorer 2014 Black,"Ogun State, Abeokuta North",Local Used,114935 km
"₦ 6,825,000",Toyota Corolla 2008 Gray,"Abuja (FCT), Gwagwalada",Local Used,411220 km
"₦ 4,725,000",Hyundai Tucson 2006 Silver,"Lagos State, Surulere",Local Used,484271 km
"₦ 31,500,000",Porsche Cayenne 2012 Black,"Lagos State, Lekki",Local Used,38604 km
"₦ 6,300,000",Mercedes-Benz C-Class 2005 Black,"Lagos State, Ilupeju",Local Used,NA
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,NA
"₦ 9,360,000",Honda Accord 2009 Black,"Lagos State, Kosofe",Foreign Used,127467 km
"₦ 4,788,000",Toyota Sienna 2004 Silver,"Lagos State, Ogudu",Local Used,214474 km
"₦ 4,452,000",Toyota Avalon 2006 Gray,"Lagos State, Kosofe",Local Used,249602 km
"₦ 13,520,000",Lexus ES 350 2012 Brown,"Akwa Ibom State, Uyo",Local Used,167951 km
"₦ 6,825,000",BMW 323i 2006 Black,"Abuja (FCT), Gwarinpa",Local Used,197446 km
"₦ 14,700,000",Audi Q7 2007 Black,"Oyo State, Ibadan",Local Used,257627 km
"₦ 4,200,000",Toyota Avalon 2007 Blue,"Abuja (FCT), Jabi",Local Used,254890 km
"₦ 3,990,000",Toyota Camry 2003 Black,"Lagos State, Ikorodu",Local Used,477983 km
"₦ 4,830,000",Toyota Corolla 2007 Gold,"Rivers State, Port-Harcourt",Local Used,58205 km
"₦ 4,410,000",Hyundai Santa Fe 2003 Black,"Abuja (FCT), Central Business District",Local Used,194714 km
"₦ 3,120,000",Toyota Sienna 1999 Green,"Lagos State, Abule Egba",Local Used,265013 km
"₦ 15,750,000",Peugeot 508 2018 Black,"Abuja (FCT), Kubwa",Local Used,88855 km
"₦ 12,075,000",BMW 328i 2012 Silver,"Rivers State, Port-Harcourt",Local Used,275836 km
"₦ 5,460,000",Nissan Pathfinder 2008 Black,"Abuja (FCT), Garki 2",Local Used,208245 km
"₦ 2,625,000",Nissan Pathfinder 2001 Silver,"Abia State, Umuahia",Local Used,138002 km
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,NA
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"₦ 4,620,000",Toyota Corolla LE 2007 Gray,"Rivers State, Port-Harcourt",Local Used,19039 km
"₦ 4,908,750",Honda Accord 2010 Black,"Abuja (FCT), Garki 2",Local Used,NA
"₦ 5,460,000",Toyota Corolla 2008 Black,"Lagos State, Ogudu",Local Used,203885 km
"₦ 3,255,000",Lexus RX 2000 Green,"Rivers State, Port-Harcourt",Local Used,189742 km
"₦ 3,675,000",Volkswagen Touran 1.6 FSI Trendline 2006 Gray,"Akwa Ibom State, Uyo",Local Used,267633 km
"₦ 4,725,000",Kia Picanto 2014 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,108015 km
"₦ 5,806,500",Mercedes-Benz M Class ML 350 4Matic 2008 Black,"Abuja (FCT), Lugbe District",Local Used,331295 km
"₦ 15,600,000",Mercedes-Benz E350 2014 Brown,"Lagos State, Ajah",Local Used,121440 km
"₦ 4,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Kubwa",Local Used,320466 km
"₦ 6,300,000",Honda Crosstour 3.5 FWD 2010 Red,"Akwa Ibom State, Uyo",Local Used,64599 km
"₦ 3,087,000",Toyota RAV4 2002 Gold,"Lagos State, Abule Egba",Local Used,255082 km
"₦ 3,675,000",Mercedes-Benz CLK 2003 Black,"Edo State, Benin City",Local Used,125190 km
"₦ 5,250,000",Toyota Corolla 2006 Blue,"Oyo State, Ibadan",Local Used,482800 km
"₦ 14,175,000",GAC GS4 2016 Black,"Abuja (FCT), Wuse",Local Used,31555 km
"₦ 4,935,000",Mazda 323 1998 Red,"Oyo State, Ibadan",Foreign Used,144787 km
"₦ 4,620,000",Toyota Corolla LE 2007 Gray,"Rivers State, Port-Harcourt",Local Used,19039 km
"₦ 4,908,750",Honda Accord 2010 Black,"Abuja (FCT), Garki 2",Local Used,NA
"₦ 5,460,000",Toyota Corolla 2008 Black,"Lagos State, Ogudu",Local Used,203885 km
"₦ 3,255,000",Lexus RX 2000 Green,"Rivers State, Port-Harcourt",Local Used,189742 km
"₦ 3,675,000",Volkswagen Touran 1.6 FSI Trendline 2006 Gray,"Akwa Ibom State, Uyo",Local Used,267633 km
"₦ 4,725,000",Kia Picanto 2014 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,108015 km
"₦ 5,806,500",Mercedes-Benz M Class ML 350 4Matic 2008 Black,"Abuja (FCT), Lugbe District",Local Used,331295 km
"₦ 15,600,000",Mercedes-Benz E350 2014 Brown,"Lagos State, Ajah",Local Used,121440 km
"₦ 4,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Kubwa",Local Used,320466 km
"₦ 6,300,000",Honda Crosstour 3.5 FWD 2010 Red,"Akwa Ibom State, Uyo",Local Used,64599 km
"₦ 3,087,000",Toyota RAV4 2002 Gold,"Lagos State, Abule Egba",Local Used,255082 km
"₦ 3,675,000",Mercedes-Benz CLK 2003 Black,"Edo State, Benin City",Local Used,125190 km
"₦ 5,250,000",Toyota Corolla 2006 Blue,"Oyo State, Ibadan",Local Used,482800 km
"₦ 14,175,000",GAC GS4 2016 Black,"Abuja (FCT), Wuse",Local Used,31555 km
"₦ 4,935,000",Mazda 323 1998 Red,"Oyo State, Ibadan",Foreign Used,144787 km
"₦ 4,620,000",Toyota Corolla LE 2007 Gray,"Rivers State, Port-Harcourt",Local Used,19039 km
"₦ 4,908,750",Honda Accord 2010 Black,"Abuja (FCT), Garki 2",Local Used,NA
"₦ 5,460,000",Toyota Corolla 2008 Black,"Lagos State, Ogudu",Local Used,203885 km
"₦ 3,255,000",Lexus RX 2000 Green,"Rivers State, Port-Harcourt",Local Used,189742 km
"₦ 3,675,000",Volkswagen Touran 1.6 FSI Trendline 2006 Gray,"Akwa Ibom State, Uyo",Local Used,267633 km
"₦ 4,725,000",Kia Picanto 2014 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,108015 km
"₦ 5,806,500",Mercedes-Benz M Class ML 350 4Matic 2008 Black,"Abuja (FCT), Lugbe District",Local Used,331295 km
"₦ 15,600,000",Mercedes-Benz E350 2014 Brown,"Lagos State, Ajah",Local Used,121440 km
"₦ 4,200,000",Toyota Corolla 2005 Gray,"Abuja (FCT), Kubwa",Local Used,320466 km
"₦ 6,300,000",Honda Crosstour 3.5 FWD 2010 Red,"Akwa Ibom State, Uyo",Local Used,64599 km
"₦ 3,087,000",Toyota RAV4 2002 Gold,"Lagos State, Abule Egba",Local Used,255082 km
"₦ 3,675,000",Mercedes-Benz CLK 2003 Black,"Edo State, Benin City",Local Used,125190 km
"₦ 5,250,000",Toyota Corolla 2006 Blue,"Oyo State, Ibadan",Local Used,482800 km
"₦ 14,175,000",GAC GS4 2016 Black,"Abuja (FCT), Wuse",Local Used,31555 km
"₦ 4,935,000",Mazda 323 1998 Red,"Oyo State, Ibadan",Foreign Used,144787 km
"₦ 3,150,000",Kia Sedona 2006 Silver,"Ogun State, Abeokuta North",Local Used,301422 km
"₦ 2,520,000",Nissan Pathfinder 2002 Black,"Lagos State, Yaba",Local Used,382215 km
"₦ 3,432,000",Honda Accord 2006 Black,"Lagos State, Ojodu",Local Used,207728 km
"₦ 5,200,000",Toyota Corolla 2003 Gold,"Rivers State, Port-Harcourt",Local Used,132762 km
"₦ 4,830,000",Mazda CX-9 2008 Gray,"Lagos State, Yaba",Local Used,299811 km
"₦ 6,825,000",Toyota Corolla 2009 Silver,"Rivers State, Port-Harcourt",Local Used,166087 km
"₦ 2,625,000",Toyota Carina 1992 Gray,"Abuja (FCT), Karu",Local Used,345213 km
"₦ 3,675,000",Mercedes-Benz A-Class 2007 Silver,"Ogun State, Abeokuta North",Local Used,NA
"₦ 3,675,000",Toyota Avalon 2000 Black,"Oyo State, Ibadan",Local Used,225734 km
"₦ 3,659,250",Honda Civic 2006 Gray,"Abuja (FCT), Karu",Local Used,371309 km
"₦ 6,300,000",Toyota Corolla 2011 Silver,"Rivers State, Port-Harcourt",Local Used,102400 km
"₦ 5,250,000",Mercedes-Benz C230 2009 Gray,"Oyo State, Ibadan",Local Used,127527 km
"₦ 10,125,000",Toyota Highlander 2008 Black,"Lagos State, Lekki",Local Used,169994 km
"₦ 3,780,000",Toyota Matrix 2004 Silver,"Lagos State, Amuwo-Odofin",Local Used,235114 km
"₦ 7,350,000",Toyota Corolla 2007 Gray,"Ogun State, Abeokuta North",Foreign Used,385414 km
"₦ 3,675,000",Nissan Altima 2010 Blue,"Lagos State, Ikorodu",Local Used,123451 km
"₦ 3,150,000",Nissan Pathfinder 2006 Gray,"Abuja (FCT), Kubwa",Local Used,197888 km
"₦ 10,185,000",Mercedes-Benz E350 2010 Black,"Lagos State, Yaba",Local Used,140601 km
"₦ 3,990,000",Toyota Matrix 2005 Silver,"Rivers State, Port-Harcourt",Local Used,155682 km
"₦ 5,250,000",BMW X3 2005 Silver,"Abuja (FCT), Kubwa",Local Used,252079 km
"₦ 7,875,000",Toyota Corolla 2005 Blue,"Abuja (FCT), Lugbe District",Foreign Used,1398397 km
"₦ 2,625,000",Skoda Octavia 2013 Blue,"Oyo State, Ibadan",Local Used,116198 km
"₦ 24,440,000",Mercedes-Benz C300 2015 Silver,"Lagos State, Lekki",Local Used,176858 km
"₦ 5,200,000",Toyota Corolla 2003 Green,"Lagos State, Amuwo-Odofin",Local Used,298455 km
"₦ 4,620,000",Toyota Highlander 2004 Black,"Lagos State, Isolo",Local Used,199003 km
"₦ 4,819,500",Honda Accord 2010 Red,"Abuja (FCT), Asokoro",Local Used,263415 km
"₦ 15,750,000",Toyota Camry 2013 Red,"Lagos State, Ilupeju",Foreign Used,334192 km
"₦ 3,675,000",Mercedes-Benz M Class 2002 Black,"Oyo State, Ibadan",Local Used,294230 km
"₦ 5,408,000",Toyota Corolla 2005 Silver,"Edo State, Benin City",Local Used,172040 km
"₦ 3,528,000",Toyota RAV4 2002 Blue,"Abuja (FCT), Lugbe District",Local Used,260148 km
"₦ 3,675,000",Nissan Altima 2010 Blue,"Lagos State, Ikorodu",Local Used,123451 km
"₦ 3,150,000",Nissan Pathfinder 2006 Gray,"Abuja (FCT), Kubwa",Local Used,197888 km
"₦ 10,185,000",Mercedes-Benz E350 2010 Black,"Lagos State, Yaba",Local Used,140601 km
"₦ 3,990,000",Toyota Matrix 2005 Silver,"Rivers State, Port-Harcourt",Local Used,155682 km
"₦ 5,250,000",BMW X3 2005 Silver,"Abuja (FCT), Kubwa",Local Used,252079 km
"₦ 7,875,000",Toyota Corolla 2005 Blue,"Abuja (FCT), Lugbe District",Foreign Used,1398397 km
"₦ 2,625,000",Skoda Octavia 2013 Blue,"Oyo State, Ibadan",Local Used,116198 km
"₦ 24,440,000",Mercedes-Benz C300 2015 Silver,"Lagos State, Lekki",Local Used,176858 km
"₦ 5,200,000",Toyota Corolla 2003 Green,"Lagos State, Amuwo-Odofin",Local Used,298455 km
"₦ 4,620,000",Toyota Highlander 2004 Black,"Lagos State, Isolo",Local Used,199003 km
"₦ 4,819,500",Honda Accord 2010 Red,"Abuja (FCT), Asokoro",Local Used,263415 km
"₦ 15,750,000",Toyota Camry 2013 Red,"Lagos State, Ilupeju",Foreign Used,334192 km
"₦ 3,675,000",Mercedes-Benz M Class 2002 Black,"Oyo State, Ibadan",Local Used,294230 km
"₦ 5,408,000",Toyota Corolla 2005 Silver,"Edo State, Benin City",Local Used,172040 km
"₦ 3,528,000",Toyota RAV4 2002 Blue,"Abuja (FCT), Lugbe District",Local Used,260148 km
"₦ 3,675,000",Nissan Altima 2010 Blue,"Lagos State, Ikorodu",Local Used,123451 km
"₦ 3,150,000",Nissan Pathfinder 2006 Gray,"Abuja (FCT), Kubwa",Local Used,197888 km
"₦ 10,185,000",Mercedes-Benz E350 2010 Black,"Lagos State, Yaba",Local Used,140601 km
"₦ 3,990,000",Toyota Matrix 2005 Silver,"Rivers State, Port-Harcourt",Local Used,155682 km
"₦ 5,250,000",BMW X3 2005 Silver,"Abuja (FCT), Kubwa",Local Used,252079 km
"₦ 7,875,000",Toyota Corolla 2005 Blue,"Abuja (FCT), Lugbe District",Foreign Used,1398397 km
"₦ 2,625,000",Skoda Octavia 2013 Blue,"Oyo State, Ibadan",Local Used,116198 km
"₦ 24,440,000",Mercedes-Benz C300 2015 Silver,"Lagos State, Lekki",Local Used,176858 km
"₦ 5,200,000",Toyota Corolla 2003 Green,"Lagos State, Amuwo-Odofin",Local Used,298455 km
"₦ 4,620,000",Toyota Highlander 2004 Black,"Lagos State, Isolo",Local Used,199003 km
"₦ 4,819,500",Honda Accord 2010 Red,"Abuja (FCT), Asokoro",Local Used,263415 km
"₦ 15,750,000",Toyota Camry 2013 Red,"Lagos State, Ilupeju",Foreign Used,334192 km
"₦ 3,675,000",Mercedes-Benz M Class 2002 Black,"Oyo State, Ibadan",Local Used,294230 km
"₦ 5,408,000",Toyota Corolla 2005 Silver,"Edo State, Benin City",Local Used,172040 km
"₦ 3,528,000",Toyota RAV4 2002 Blue,"Abuja (FCT), Lugbe District",Local Used,260148 km
"₦ 8,840,000",Honda Crosstour 3.5 AWD 2012 Blue,"Akwa Ibom State, Uyo",Local Used,225185 km
"₦ 3,675,000",Lexus RX 300 2002 Black,"Ogun State, Abeokuta North",Local Used,349349 km
"₦ 4,725,000",Kia Rio 2014 Silver,"Lagos State, Yaba",Local Used,81911 km
"₦ 2,625,000",Nissan Murano 2003 White,"Lagos State, Lekki",Local Used,370487 km
"₦ 5,460,000",Toyota Camry 2008 Silver,"Rivers State, Port-Harcourt",Local Used,109670 km
"₦ 4,410,000",Toyota Camry 2006 Red,"Imo State, Owerri",Local Used,397946 km
"₦ 151,725,000",Mercedes-Benz GLS-Class 2020 White,"Lagos State, Lekki",Foreign Used,27651 km
"₦ 3,570,000",Lexus RX 300 1999 Silver,"Lagos State, Alimosho",Local Used,226064 km
"₦ 3,150,000",Ford Focus 2005 Silver,"Abia State, Aba North",Local Used,130142 km
"₦ 7,312,500",Toyota Camry 2008 Gray,"Edo State, Benin City",Local Used,214417 km
"₦ 13,125,000",Honda Pilot 2011 Silver,"Ogun State, Abeokuta North",Foreign Used,256139 km
"₦ 12,375,000",Toyota Camry 2013 Silver,"Abuja (FCT), Lugbe District",Local Used,227476 km
"₦ 2,310,000",Volkswagen Golf Variant 1999 Red,"Enugu State, Enugu",Local Used,128150 km
"₦ 4,200,000",Acura MDX 2008 White,"Abia State, Umuahia",Local Used,180342 km
"₦ 4,576,000",Toyota Camry 2003 Blue,"Imo State, Owerri",Local Used,360582 km
"₦ 36,750,000",Volkswagen Passat 3.6L V6 GT 2018 White,"Kaduna State, Kaduna / Kaduna State",Foreign Used,63629 km
"₦ 4,725,000",Toyota Corolla 2006 Gold,"Lagos State, Alimosho",Local Used,301370 km
"₦ 6,090,000",Toyota Avensis 2.0 Advanced Automatic 2010 Silver,"Akwa Ibom State, Uyo",Local Used,194728 km
