price,name,region,condition,distance
"₦ 2,688,000",Toyota Sienna 2002 Blue,"Lagos State, Ogba",Local Used,400368 km
"₦ 7,280,000",Honda Crosstour 2011 Black,"Rivers State, Port-Harcourt",Local Used,233832 km
"₦ 4,095,000",Nissan Murano 2004 Gray,"Lagos State, Magodo",Local Used,190166 km
"₦ 8,400,000",Volkswagen Sharan 2003 Black,"Abuja (FCT), Garki 2",Local Used,274959 km
"₦ 3,010,000",Peugeot 406 2000 Green,"Abuja (FCT), Lugbe District",Local Used,235894 km
"₦ 39,900,000",Mercedes-Benz GLE-Class GLE 400 4MATIC 2016 Black,"Lagos State, Lekki",Foreign Used,220003 km
"₦ 10,400,000",Toyota Corolla 2010 White,"Abuja (FCT), Gwarinpa",Local Used,292618 km
"₦ 10,920,000",Mercedes-Benz E350 2010 White,"Lagos State, Ojodu",Local Used,181925 km
"₦ 9,360,000",Toyota Highlander 2007 Blue,"Lagos State, Surulere",Local Used,152736 km
"₦ 19,760,000",Toyota Venza 2012 White,"Edo State, Benin City",Foreign Used,141132 km
"₦ 26,250,000",Honda Odyssey 2016 Gray,"Lagos State, Ajah",Foreign Used,179524 km
"₦ 11,960,000",Toyota Camry 2014 Black,"Lagos State, Ibeju",Local Used,62595 km
"₦ 14,040,000",Hyundai Sonata 2016 Blue,"Oyo State, Ibadan",Local Used,148904 km
"₦ 6,500,000",Toyota Highlander 2006 Silver,"Lagos State, Abule Egba",Local Used,189437 km
"₦ 6,032,000",Toyota Camry 2006 Black,"Abuja (FCT), Karu",Local Used,216424 km
"₦ 2,688,000",Toyota Sienna 2002 Blue,"Lagos State, Ogba",Local Used,400368 km
"₦ 7,280,000",Honda Crosstour 2011 Black,"Rivers State, Port-Harcourt",Local Used,233832 km
"₦ 4,095,000",Nissan Murano 2004 Gray,"Lagos State, Magodo",Local Used,190166 km
"₦ 8,400,000",Volkswagen Sharan 2003 Black,"Abuja (FCT), Garki 2",Local Used,274959 km
"₦ 3,010,000",Peugeot 406 2000 Green,"Abuja (FCT), Lugbe District",Local Used,235894 km
"₦ 39,900,000",Mercedes-Benz GLE-Class GLE 400 4MATIC 2016 Black,"Lagos State, Lekki",Foreign Used,220003 km
"₦ 10,400,000",Toyota Corolla 2010 White,"Abuja (FCT), Gwarinpa",Local Used,292618 km
"₦ 10,920,000",Mercedes-Benz E350 2010 White,"Lagos State, Ojodu",Local Used,181925 km
"₦ 9,360,000",Toyota Highlander 2007 Blue,"Lagos State, Surulere",Local Used,152736 km
"₦ 19,760,000",Toyota Venza 2012 White,"Edo State, Benin City",Foreign Used,141132 km
"₦ 26,250,000",Honda Odyssey 2016 Gray,"Lagos State, Ajah",Foreign Used,179524 km
"₦ 11,960,000",Toyota Camry 2014 Black,"Lagos State, Ibeju",Local Used,62595 km
"₦ 14,040,000",Hyundai Sonata 2016 Blue,"Oyo State, Ibadan",Local Used,148904 km
"₦ 6,500,000",Toyota Highlander 2006 Silver,"Lagos State, Abule Egba",Local Used,189437 km
"₦ 6,032,000",Toyota Camry 2006 Black,"Abuja (FCT), Karu",Local Used,216424 km
"₦ 2,688,000",Toyota Sienna 2002 Blue,"Lagos State, Ogba",Local Used,400368 km
"₦ 3,120,000",Honda Accord 2005 Gray,"Lagos State, Amuwo-Odofin",Local Used,405991 km
"₦ 4,200,000",Lexus RX 300 2000 Black,"Lagos State, Isolo",Foreign Used,168928 km
"₦ 17,680,000",Toyota Highlander 2012 White,"Ogun State, Abeokuta North",Local Used,181401 km
"₦ 15,750,000",Mitsubishi Pajero 2008 Black,"Lagos State, Ojodu",Local Used,136433 km
"₦ 7,280,000",Toyota Highlander 2004 Gold,"Ogun State, Abeokuta North",Local Used,307961 km
"₦ 6,760,000",Toyota Camry 2007 Silver,"Oyo State, Ibadan",Local Used,111950 km
"₦ 21,840,000",Lexus RX 350 2014 Black,"Rivers State, Port-Harcourt",Local Used,89156 km
"₦ 4,725,000",Hyundai Sonata 2009 Black,"Abuja (FCT), Gwagwalada",Local Used,179927 km
"₦ 14,505,750",Toyota Highlander Limited 3.5l 4WD 2013 Black,"Abuja (FCT), Lugbe District",Local Used,207282 km
"₦ 12,480,000",Mercedes-Benz E350 2011 Black,"Akwa Ibom State, Uyo",Local Used,204407 km
"₦ 17,868,240",Hyundai Sonata 2015 Gray,"Abuja (FCT), Kubwa",Foreign Used,127856 km
"₦ 10,500,000",Honda Accord 2013 Green,"Lagos State, Ilupeju",Local Used,180614 km
"₦ 6,300,000",Toyota Sequoia 2002 Green,"Oyo State, Ibadan",Local Used,116400 km
"₦ 11,960,000",Toyota Camry 2012 White,"Abuja (FCT), Asokoro",Local Used,105680 km
"₦ 8,632,000",Toyota Avalon 2006 Blue,"Lagos State, Magodo",Foreign Used,343156 km
"₦ 3,120,000",Honda Accord 2005 Gray,"Lagos State, Amuwo-Odofin",Local Used,405991 km
"₦ 4,200,000",Lexus RX 300 2000 Black,"Lagos State, Isolo",Foreign Used,168928 km
"₦ 17,680,000",Toyota Highlander 2012 White,"Ogun State, Abeokuta North",Local Used,181401 km
"₦ 15,750,000",Mitsubishi Pajero 2008 Black,"Lagos State, Ojodu",Local Used,136433 km
"₦ 7,280,000",Toyota Highlander 2004 Gold,"Ogun State, Abeokuta North",Local Used,307961 km
"₦ 6,760,000",Toyota Camry 2007 Silver,"Oyo State, Ibadan",Local Used,111950 km
"₦ 21,840,000",Lexus RX 350 2014 Black,"Rivers State, Port-Harcourt",Local Used,89156 km
"₦ 4,725,000",Hyundai Sonata 2009 Black,"Abuja (FCT), Gwagwalada",Local Used,179927 km
"₦ 14,505,750",Toyota Highlander Limited 3.5l 4WD 2013 Black,"Abuja (FCT), Lugbe District",Local Used,207282 km
"₦ 12,480,000",Mercedes-Benz E350 2011 Black,"Akwa Ibom State, Uyo",Local Used,204407 km
"₦ 17,868,240",Hyundai Sonata 2015 Gray,"Abuja (FCT), Kubwa",Foreign Used,127856 km
"₦ 10,500,000",Honda Accord 2013 Green,"Lagos State, Ilupeju",Local Used,180614 km
"₦ 6,300,000",Toyota Sequoia 2002 Green,"Oyo State, Ibadan",Local Used,116400 km
"₦ 11,960,000",Toyota Camry 2012 White,"Abuja (FCT), Asokoro",Local Used,105680 km
"₦ 8,632,000",Toyota Avalon 2006 Blue,"Lagos State, Magodo",Foreign Used,343156 km
"₦ 3,120,000",Honda Accord 2005 Gray,"Lagos State, Amuwo-Odofin",Local Used,405991 km
"₦ 4,200,000",Lexus RX 300 2000 Black,"Lagos State, Isolo",Foreign Used,168928 km
"₦ 17,680,000",Toyota Highlander 2012 White,"Ogun State, Abeokuta North",Local Used,181401 km
"₦ 15,750,000",Mitsubishi Pajero 2008 Black,"Lagos State, Ojodu",Local Used,136433 km
"₦ 7,280,000",Toyota Highlander 2004 Gold,"Ogun State, Abeokuta North",Local Used,307961 km
"₦ 6,760,000",Toyota Camry 2007 Silver,"Oyo State, Ibadan",Local Used,111950 km
"₦ 21,840,000",Lexus RX 350 2014 Black,"Rivers State, Port-Harcourt",Local Used,89156 km
"₦ 4,725,000",Hyundai Sonata 2009 Black,"Abuja (FCT), Gwagwalada",Local Used,179927 km
"₦ 14,505,750",Toyota Highlander Limited 3.5l 4WD 2013 Black,"Abuja (FCT), Lugbe District",Local Used,207282 km
"₦ 12,480,000",Mercedes-Benz E350 2011 Black,"Akwa Ibom State, Uyo",Local Used,204407 km
"₦ 17,868,240",Hyundai Sonata 2015 Gray,"Abuja (FCT), Kubwa",Foreign Used,127856 km
"₦ 10,500,000",Honda Accord 2013 Green,"Lagos State, Ilupeju",Local Used,180614 km
"₦ 6,300,000",Toyota Sequoia 2002 Green,"Oyo State, Ibadan",Local Used,116400 km
"₦ 11,960,000",Toyota Camry 2012 White,"Abuja (FCT), Asokoro",Local Used,105680 km
"₦ 8,632,000",Toyota Avalon 2006 Blue,"Lagos State, Magodo",Foreign Used,343156 km
"₦ 14,560,000",Mercedes-Benz GL-Class 2007 Black,"Lagos State, Ikeja",Local Used,266122 km
"₦ 10,500,000",Toyota Camry 2014 Black,"Lagos State, Abule Egba",Local Used,82471 km
"₦ 8,944,000",Mercedes-Benz M Class 2007 Black,"Lagos State, Magodo",Local Used,143100 km
"₦ 14,560,000",Toyota Venza 2009 Black,"Abuja (FCT), Lugbe District",Local Used,180450 km
"₦ 21,000,000",Lexus LS 2012 Black,"Lagos State, Lekki",Local Used,23705 km
"₦ 3,150,000",Hyundai Santa Fe 2002 Black,"Lagos State, Abule Egba",Local Used,182967 km
"₦ 5,720,000",Toyota Corolla 2004 Gray,"Abuja (FCT), Gwarinpa",Local Used,302512 km
"₦ 6,090,000",Toyota Camry 2011 Gold,"Lagos State, Alimosho",Local Used,280855 km
"₦ 4,680,000",Ford Edge 2007 Silver,"Lagos State, Ajah",Local Used,213165 km
"₦ 17,680,000",Mercedes-Benz GLK-Class 350 2010 White,"Lagos State, Ajah",Foreign Used,271556 km
"₦ 12,480,000",Mercedes-Benz C300 2013 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,109084 km
"₦ 46,830,000",Toyota Camry 2023 Blue,"Lagos State, Lekki",Foreign Used,8450 km
"₦ 13,312,000",Toyota Corolla 2015 Gray,"Oyo State, Ibadan",Local Used,237564 km
"₦ 4,160,000",Toyota Camry 2004 Brown,"Oyo State, Ibadan",Local Used,406326 km
"₦ 5,250,000",Kia Optima 2007 Silver,"Lagos State, Yaba",Local Used,167520 km
"₦ 14,560,000",Mercedes-Benz GL-Class 2007 Black,"Lagos State, Ikeja",Local Used,266122 km
"₦ 10,500,000",Toyota Camry 2014 Black,"Lagos State, Abule Egba",Local Used,82471 km
"₦ 8,944,000",Mercedes-Benz M Class 2007 Black,"Lagos State, Magodo",Local Used,143100 km
"₦ 14,560,000",Toyota Venza 2009 Black,"Abuja (FCT), Lugbe District",Local Used,180450 km
"₦ 21,000,000",Lexus LS 2012 Black,"Lagos State, Lekki",Local Used,23705 km
"₦ 3,150,000",Hyundai Santa Fe 2002 Black,"Lagos State, Abule Egba",Local Used,182967 km
"₦ 5,720,000",Toyota Corolla 2004 Gray,"Abuja (FCT), Gwarinpa",Local Used,302512 km
"₦ 6,090,000",Toyota Camry 2011 Gold,"Lagos State, Alimosho",Local Used,280855 km
"₦ 4,680,000",Ford Edge 2007 Silver,"Lagos State, Ajah",Local Used,213165 km
"₦ 17,680,000",Mercedes-Benz GLK-Class 350 2010 White,"Lagos State, Ajah",Foreign Used,271556 km
"₦ 12,480,000",Mercedes-Benz C300 2013 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,109084 km
"₦ 46,830,000",Toyota Camry 2023 Blue,"Lagos State, Lekki",Foreign Used,8450 km
"₦ 13,312,000",Toyota Corolla 2015 Gray,"Oyo State, Ibadan",Local Used,237564 km
"₦ 4,160,000",Toyota Camry 2004 Brown,"Oyo State, Ibadan",Local Used,406326 km
"₦ 5,250,000",Kia Optima 2007 Silver,"Lagos State, Yaba",Local Used,167520 km
"₦ 14,560,000",Mercedes-Benz GL-Class 2007 Black,"Lagos State, Ikeja",Local Used,266122 km
"₦ 10,500,000",Toyota Camry 2014 Black,"Lagos State, Abule Egba",Local Used,82471 km
"₦ 8,944,000",Mercedes-Benz M Class 2007 Black,"Lagos State, Magodo",Local Used,143100 km
"₦ 14,560,000",Toyota Venza 2009 Black,"Abuja (FCT), Lugbe District",Local Used,180450 km
"₦ 21,000,000",Lexus LS 2012 Black,"Lagos State, Lekki",Local Used,23705 km
"₦ 3,150,000",Hyundai Santa Fe 2002 Black,"Lagos State, Abule Egba",Local Used,182967 km
"₦ 5,720,000",Toyota Corolla 2004 Gray,"Abuja (FCT), Gwarinpa",Local Used,302512 km
"₦ 6,090,000",Toyota Camry 2011 Gold,"Lagos State, Alimosho",Local Used,280855 km
"₦ 4,680,000",Ford Edge 2007 Silver,"Lagos State, Ajah",Local Used,213165 km
"₦ 17,680,000",Mercedes-Benz GLK-Class 350 2010 White,"Lagos State, Ajah",Foreign Used,271556 km
"₦ 12,480,000",Mercedes-Benz C300 2013 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,109084 km
"₦ 46,830,000",Toyota Camry 2023 Blue,"Lagos State, Lekki",Foreign Used,8450 km
"₦ 13,312,000",Toyota Corolla 2015 Gray,"Oyo State, Ibadan",Local Used,237564 km
"₦ 4,160,000",Toyota Camry 2004 Brown,"Oyo State, Ibadan",Local Used,406326 km
"₦ 5,250,000",Kia Optima 2007 Silver,"Lagos State, Yaba",Local Used,167520 km
"₦ 4,725,000",Toyota Corolla 2006 Blue,"Lagos State, Abule Egba",Local Used,154607 km
"₦ 4,680,000",Toyota Camry 2004 Red,"Rivers State, Port-Harcourt",Local Used,147905 km
"₦ 3,150,000",Volkswagen Golf 2000 Blue,"Enugu State, Enugu",Local Used,297197 km
"₦ 10,038,000",Toyota Camry 2011 Gray,"Lagos State, Ikeja",Foreign Used,389255 km
"₦ 4,680,000",Acura MDX 2004 Silver,"Abuja (FCT), Garki 2",Local Used,229740 km
"₦ 124,800,000",Lexus GX 2021 Black,"Lagos State, Ikoyi",Foreign Used,34697 km
"₦ 25,200,000",Lexus RX 350 2013 White,"Lagos State, Kosofe",Foreign Used,288604 km
"₦ 14,560,000",Toyota Corolla 2016 Silver,"Lagos State, Surulere",Local Used,311846 km
"₦ 18,720,000",Mercedes-Benz GLK-Class 350 2010 Black,"Lagos State, Ikorodu",Foreign Used,NA
"₦ 20,280,000",Toyota Sienna 2013 Silver,"Lagos State, Ikotun/Igando",Foreign Used,39139 km
"₦ 78,750,000",Toyota Land Cruiser 2011 White,"Lagos State, Ikeja",Foreign Used,121389 km
"₦ 9,360,000",Toyota Camry 2009 White,"Lagos State, Lekki",Local Used,182870 km
"₦ 46,800,000",Toyota Highlander 2017 Silver,"Lagos State, Ikotun/Igando",Foreign Used,100453 km
"₦ 47,250,000",Toyota Fortuner 2017 Black,"Lagos State, Yaba",Local Used,61708 km
"₦ 12,480,000",Ford Explorer 2013 Black,"Lagos State, Ilupeju",Local Used,134465 km
"₦ 10,504,000",Toyota Camry 2012 Black,"Abuja (FCT), Wuse",Local Used,104368 km
"₦ 5,200,000",Ford Edge 2007 Gray,"Lagos State, Alimosho",Local Used,164938 km
"₦ 7,800,000",Toyota Camry 2008 Red,"Lagos State, Alimosho",Local Used,174233 km
"₦ 78,000,000",Toyota Land Cruiser 2016 Gray,"Lagos State, Mushin",Foreign Used,230188 km
"₦ 54,080,000",Lexus RX 350 2018 Gray,"Oyo State, Ibadan",Foreign Used,51413 km
"₦ 11,550,000",Nissan Armada 2009 Black,"Lagos State, Isolo",Local Used,258667 km
"₦ 16,800,000",Nissan Murano 2012 Silver,"Lagos State, Isolo",Foreign Used,142781 km
"₦ 18,200,000",Hyundai Sonata 2017 Brown,"Lagos State, Amuwo-Odofin",Foreign Used,78687 km
"₦ 28,600,000",Toyota Highlander 2012 Gold,"Abuja (FCT), Lugbe District",Foreign Used,154324 km
"₦ 14,560,000",Land Rover Range Rover Sport 2012 Brown,"Abuja (FCT), Kubwa",Local Used,116916 km
"₦ 6,300,000",Ford Freestyle 2005 Gold,"Lagos State, Mushin",Foreign Used,200510 km
"₦ 4,992,000",Lexus RX 300 1999 White,"Lagos State, Alimosho",Local Used,406825 km
"₦ 38,850,000",Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 Black,"Rivers State, Port-Harcourt",Foreign Used,53245 km
"₦ 15,750,000",BMW 528i 2011 Gray,"Enugu State, Enugu",Foreign Used,172741 km
"₦ 12,480,000",Ford Explorer 2013 Black,"Lagos State, Ilupeju",Local Used,134465 km
"₦ 10,504,000",Toyota Camry 2012 Black,"Abuja (FCT), Wuse",Local Used,104368 km
"₦ 5,200,000",Ford Edge 2007 Gray,"Lagos State, Alimosho",Local Used,164938 km
"₦ 7,800,000",Toyota Camry 2008 Red,"Lagos State, Alimosho",Local Used,174233 km
"₦ 78,000,000",Toyota Land Cruiser 2016 Gray,"Lagos State, Mushin",Foreign Used,230188 km
"₦ 54,080,000",Lexus RX 350 2018 Gray,"Oyo State, Ibadan",Foreign Used,51413 km
"₦ 11,550,000",Nissan Armada 2009 Black,"Lagos State, Isolo",Local Used,258667 km
"₦ 16,800,000",Nissan Murano 2012 Silver,"Lagos State, Isolo",Foreign Used,142781 km
"₦ 18,200,000",Hyundai Sonata 2017 Brown,"Lagos State, Amuwo-Odofin",Foreign Used,78687 km
"₦ 28,600,000",Toyota Highlander 2012 Gold,"Abuja (FCT), Lugbe District",Foreign Used,154324 km
"₦ 14,560,000",Land Rover Range Rover Sport 2012 Brown,"Abuja (FCT), Kubwa",Local Used,116916 km
"₦ 6,300,000",Ford Freestyle 2005 Gold,"Lagos State, Mushin",Foreign Used,200510 km
"₦ 4,992,000",Lexus RX 300 1999 White,"Lagos State, Alimosho",Local Used,406825 km
"₦ 38,850,000",Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 Black,"Rivers State, Port-Harcourt",Foreign Used,53245 km
"₦ 15,750,000",BMW 528i 2011 Gray,"Enugu State, Enugu",Foreign Used,172741 km
"₦ 12,480,000",Ford Explorer 2013 Black,"Lagos State, Ilupeju",Local Used,134465 km
"₦ 10,504,000",Toyota Camry 2012 Black,"Abuja (FCT), Wuse",Local Used,104368 km
"₦ 5,200,000",Ford Edge 2007 Gray,"Lagos State, Alimosho",Local Used,164938 km
"₦ 7,800,000",Toyota Camry 2008 Red,"Lagos State, Alimosho",Local Used,174233 km
"₦ 78,000,000",Toyota Land Cruiser 2016 Gray,"Lagos State, Mushin",Foreign Used,230188 km
"₦ 54,080,000",Lexus RX 350 2018 Gray,"Oyo State, Ibadan",Foreign Used,51413 km
"₦ 11,550,000",Nissan Armada 2009 Black,"Lagos State, Isolo",Local Used,258667 km
"₦ 16,800,000",Nissan Murano 2012 Silver,"Lagos State, Isolo",Foreign Used,142781 km
"₦ 18,200,000",Hyundai Sonata 2017 Brown,"Lagos State, Amuwo-Odofin",Foreign Used,78687 km
"₦ 28,600,000",Toyota Highlander 2012 Gold,"Abuja (FCT), Lugbe District",Foreign Used,154324 km
"₦ 14,560,000",Land Rover Range Rover Sport 2012 Brown,"Abuja (FCT), Kubwa",Local Used,116916 km
"₦ 6,300,000",Ford Freestyle 2005 Gold,"Lagos State, Mushin",Foreign Used,200510 km
"₦ 4,992,000",Lexus RX 300 1999 White,"Lagos State, Alimosho",Local Used,406825 km
"₦ 38,850,000",Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 Black,"Rivers State, Port-Harcourt",Foreign Used,53245 km
"₦ 15,750,000",BMW 528i 2011 Gray,"Enugu State, Enugu",Foreign Used,172741 km
"₦ 2,912,000",Honda Accord Automatic 2005 Black,"Imo State, Owerri",Local Used,188814 km
"₦ 2,835,000",Nissan Xterra 2002 Blue,"Ondo State, Akure",Local Used,225090 km
"₦ 4,680,000",Toyota Camry 2004 Gray,"Oyo State, Ibadan",Local Used,361412 km
"₦ 2,835,000",Honda CR-V 2004 Silver,"Abuja (FCT), Karu",Local Used,260521 km
"₦ 17,850,000",BMW X1 2014 White,"Lagos State, Alimosho",Local Used,16840 km
"₦ 26,250,000",Toyota Hilux 2005 Black,"Oyo State, Ibadan",Local Used,NA
"₦ 7,586,250",Lexus ES 2007 Gray,"Lagos State, Ikorodu",Local Used,153413 km
"₦ 7,875,000",Volkswagen Eos 2007 Silver,"Oyo State, Ibadan",Local Used,121941 km
"₦ 17,850,000",Toyota RAV4 2015 Gray,"Lagos State, Isolo",Foreign Used,93158 km
"₦ 4,160,000",Honda Pilot 2006 Black,"Lagos State, Ikorodu",Local Used,230707 km
"₦ 17,680,000",Lexus ES 350 2012 Gray,"Imo State, Owerri",Foreign Used,278618 km
"₦ 3,150,000",Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2003 Gray,"Lagos State, Ikorodu",Local Used,241986 km
"₦ 4,160,000",Toyota Avalon 2003 Black,"Lagos State, Ojodu",Local Used,424439 km
"₦ 7,644,000",Ford Edge 2011 Brown,"Lagos State, Lekki",Local Used,146477 km
"₦ 19,760,000",Toyota Highlander Limited 2010 Black,"Lagos State, Ojodu",Foreign Used,305761 km
"₦ 30,680,000",Toyota Venza 2015 Blue,"Lagos State, Lekki",Foreign Used,116594 km
"₦ 60,320,000",Lexus RX 350 2017 Gray,"Lagos State, Lekki",Foreign Used,67202 km
"₦ 19,656,000",Mercedes-Benz GLK-Class 2011 Red,"Lagos State, Isolo",Foreign Used,103542 km
"₦ 14,040,000",Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,"Abuja (FCT), Lugbe District",Local Used,78831 km
"₦ 13,000,000",Toyota Corolla 2014 Blue,"Abuja (FCT), Gwarinpa",Local Used,70538 km
"₦ 6,240,000",Toyota Corolla 2006 White,"Lagos State, Yaba",Local Used,188355 km
"₦ 64,480,000",Toyota Hilux 2020 White,"Lagos State, Lekki",Local Used,37217 km
"₦ 14,962,500",Hyundai Sonata 2017 Silver,"Lagos State, Ajah",Foreign Used,86897 km
"₦ 10,400,000",Mercedes-Benz M Class 2008 Gray,"Lagos State, Lekki",Local Used,160108 km
"₦ 7,800,000",Ford Edge 2011 Silver,"Oyo State, Ibadan",Local Used,190537 km
"₦ 18,900,000",Mini Cooper 2014 Green,"Abuja (FCT), Gudu",Foreign Used,88655 km
"₦ 5,240,000",Ford Explorer 2007 White,"Oyo State, Ibadan",Local Used,199513 km
"₦ 5,250,000",Volkswagen Passat 2006 Black,"Lagos State, Ikeja",Local Used,118594 km
"₦ 36,750,000",Infiniti QX60 2017 Black,"Lagos State, Lekki",Local Used,94398 km
"₦ 8,400,000",Ford Explorer Eddie Bauer 2005 Black,"Rivers State, Port-Harcourt",Local Used,210913 km
"₦ 8,400,000",Mitsubishi L200 Double Cab 2.5 136hp 2012 White,"Lagos State, Ikorodu",Foreign Used,224799 km
"₦ 14,560,000",Toyota Venza V6 2012 Black,"Ondo State, Akure",Local Used,265174 km
"₦ 3,570,000",Nissan Murano 2004 White,"Abuja (FCT), Karu",Local Used,109653 km
"₦ 13,650,000",BMW 535i 2011 Gray,"Lagos State, Ikotun/Igando",Foreign Used,310563 km
"₦ 5,200,000",Ford Edge 2009 Gray,"Oyo State, Ibadan",Local Used,324113 km
"₦ 3,465,000",Mazda Tribute 2003 Green,"Enugu State, Enugu",Local Used,151970 km
"₦ 3,536,000",Peugeot 406 2005 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,112129 km
"₦ 5,250,000",Mazda CX-9 2008 Blue,"Ogun State, Abeokuta North",Local Used,391246 km
"₦ 52,500,000",New Lexus RX 350 2018 White,"Abia State, Umuahia",Brand New,83027 km
"₦ 8,840,000",Toyota Camry 2010 Silver,"Lagos State, Alimosho",Local Used,280747 km
"₦ 6,240,000",Ford Edge 2008 Red,"Lagos State, Amuwo-Odofin",Local Used,1949865 km
"₦ 56,368,000",Toyota RAV4 2019 Blue,"Lagos State, Amuwo-Odofin",Foreign Used,66808 km
"₦ 4,992,000",Toyota Camry 2004 Black,"Lagos State, Alimosho",Local Used,293152 km
"₦ 22,050,000",Mercedes-Benz GLA 250 2015 Black,"Abuja (FCT), Jabi",Local Used,168996 km
"₦ 8,320,000",Toyota 4-Runner 2004 Gold,"Lagos State, Surulere",Local Used,219224 km
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
"₦ 19,950,000",Ford Edge 2016 Blue,"Lagos State, Surulere",Local Used,173514 km
"₦ 52,500,000",Toyota 4-Runner 2013 Black,"Lagos State, Lekki",Local Used,108028 km
"₦ 8,632,000",Toyota Camry 2011 Blue,"Ondo State, Akure",Local Used,161160 km
"₦ 5,250,000",Nissan Altima 2007 Black,"Lagos State, Yaba",Local Used,210062 km
"₦ 23,100,000",Honda Accord 2019 White,"Abuja (FCT), Asokoro",Foreign Used,49212 km
"₦ 35,175,000",Lexus GX 2014 Black,"Lagos State, Lekki",Foreign Used,170490 km
"₦ 5,720,000",Toyota Sienna 2004 Blue,"Oyo State, Ibadan",Local Used,431099 km
"₦ 26,250,000",Ford F-150 2017 White,"Oyo State, Ibadan",Foreign Used,120829 km
"₦ 7,875,000",Ford Focus 2012 Red,"Lagos State, Ipaja",Local Used,260043 km
"₦ 18,900,000",Nissan Rogue 2016 Gray,"Lagos State, Ogudu",Local Used,153557 km
"₦ 11,550,000",Acura TL 2009 Black,"Lagos State, Yaba",Local Used,344430 km
"₦ 3,120,000",Honda Accord 2004 Gray,"Lagos State, Amuwo-Odofin",Local Used,241748 km
"₦ 36,750,000",Chevrolet Camaro 2012 Black,"Lagos State, Ikeja",Foreign Used,227314 km
"₦ 4,200,000",Volkswagen Passat 1998 Blue,"Oyo State, Ibadan",Local Used,213251 km
"₦ 6,240,000",Honda Pilot 2004 Gray,"Abuja (FCT), Lugbe District",Local Used,337563 km
"₦ 7,280,000",Toyota Sienna XLE 2005 Blue,"Imo State, Owerri",Local Used,472309 km
"₦ 3,675,000",Nissan Serena 1995 White,"Ogun State, Abeokuta North",Local Used,1622623 km
"₦ 3,675,000",Mercedes-Benz A-Class 2004 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,230210 km
"₦ 23,400,000",Hyundai Sonata 2015 Silver,"Lagos State, Ojodu",Foreign Used,71192 km
"₦ 88,400,000",Land Rover Range Rover Velar P380 S 4x4 2018 Gray,"Lagos State, Lekki",Foreign Used,106696 km
"₦ 16,640,000",Toyota Camry 2013 Gold,"Lagos State, Ikotun/Igando",Foreign Used,187505 km
"₦ 25,250,000",Toyota Camry 2018 Red,"Lagos State, Ajah",Foreign Used,83562 km
"₦ 10,400,000",Toyota Highlander 2005 Silver,"Lagos State, Ikeja",Local Used,21682 km
"₦ 30,450,000",Lexus GX 2014 Black,"Abuja (FCT), Wuse",Local Used,141539 km
"₦ 30,160,000",Mercedes-Benz GL-Class 2013 White,"Lagos State, Ajah",Local Used,104943 km
"₦ 7,280,000",Toyota Camry 2008 Silver,"Lagos State, Ipaja",Local Used,112371 km
"₦ 7,280,000",Toyota Highlander 2004 White,"Abuja (FCT), Lugbe District",Local Used,317522 km
"₦ 4,160,000",Toyota Camry 2003 Black,"Lagos State, Mushin",Local Used,622127 km
"₦ 5,200,000",Lexus RX 300 2002 Gray,"Lagos State, Surulere",Local Used,273406 km
"₦ 7,350,000",Lexus ES 2008 Blue,"Lagos State, Abule Egba",Local Used,173085 km
"₦ 7,280,000",Toyota Sienna XLE 2005 Blue,"Imo State, Owerri",Local Used,472309 km
"₦ 3,675,000",Nissan Serena 1995 White,"Ogun State, Abeokuta North",Local Used,1622623 km
"₦ 3,675,000",Mercedes-Benz A-Class 2004 Black,"Kaduna State, Kaduna / Kaduna State",Local Used,230210 km
"₦ 23,400,000",Hyundai Sonata 2015 Silver,"Lagos State, Ojodu",Foreign Used,71192 km
"₦ 88,400,000",Land Rover Range Rover Velar P380 S 4x4 2018 Gray,"Lagos State, Lekki",Foreign Used,106696 km
"₦ 16,640,000",Toyota Camry 2013 Gold,"Lagos State, Ikotun/Igando",Foreign Used,187505 km
"₦ 25,250,000",Toyota Camry 2018 Red,"Lagos State, Ajah",Foreign Used,83562 km
"₦ 10,400,000",Toyota Highlander 2005 Silver,"Lagos State, Ikeja",Local Used,21682 km
"₦ 30,450,000",Lexus GX 2014 Black,"Abuja (FCT), Wuse",Local Used,141539 km
"₦ 30,160,000",Mercedes-Benz GL-Class 2013 White,"Lagos State, Ajah",Local Used,104943 km
"₦ 7,280,000",Toyota Camry 2008 Silver,"Lagos State, Ipaja",Local Used,112371 km
